obs,time,deployment,conductivity,SSP,Depth ,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('1234',)",3748835288,11,3.570230007,1484.711157,43.64723451,3767111115,3767111252,3748835288,0,internal_timestamp,43.94300079,1539846488,33.62950134,0,8.82970047,1026.275524,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1235',)",3748835288,11,3.570240021,1484.712252,43.62341199,3767111115,3767111252,3748835288,0,internal_timestamp,43.91899872,1539846488,33.62919998,0,8.830200195,1026.275101,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1236',)",3748835288,11,3.570250034,1484.713192,43.59761148,3767111115,3767111252,3748835288,0,internal_timestamp,43.89300156,1539846488,33.62879944,0,8.830699921,1026.27459,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1237',)",3748835288,11,3.570250034,1484.714427,43.57478871,3767111115,3767111252,3748835288,0,internal_timestamp,43.86999893,1539846488,33.62829971,0,8.831299782,1026.274,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1238',)",3748835288,11,3.570240021,1484.715382,43.54999122,3767111115,3767111252,3748835288,0,internal_timestamp,43.84500122,1539846488,33.62760162,0,8.831899643,1026.273246,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1239',)",3748835288,11,3.570230007,1484.716736,43.52717577,3767111115,3767111252,3748835288,0,internal_timestamp,43.8219986,1539846488,33.62689972,0,8.83259964,1026.272482,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1240',)",3748835288,11,3.570219994,1484.717981,43.50535991,3767111115,3767111252,3748835288,0,internal_timestamp,43.79999924,1539846488,33.62609863,0,8.833299637,1026.271645,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1241',)",3748835288,11,3.570219994,1484.719183,43.48056627,3767111115,3767111252,3748835288,0,internal_timestamp,43.77500153,1539846488,33.62530136,0,8.833999634,1026.270797,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1242',)",3748835288,11,3.57020998,1484.720505,43.45576564,3767111115,3767111252,3748835288,0,internal_timestamp,43.75,1539846488,33.62459946,0,8.834699631,1026.270024,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1243',)",3748835288,11,3.57020998,1484.721232,43.43194605,3767111115,3767111252,3748835288,0,internal_timestamp,43.72600174,1539846488,33.6242981,0,8.835100174,1026.269616,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1244',)",3748835288,11,3.570219994,1484.72113,43.41009904,3767111115,3767111252,3748835288,0,internal_timestamp,43.70399857,1539846488,33.62419891,0,8.83520031,1026.269422,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1245',)",3748835288,11,3.570219994,1484.720335,43.38327409,3767111115,3767111252,3748835288,0,internal_timestamp,43.67699814,1539846488,33.62450027,0,8.835000038,1026.269566,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1246',)",3748835289,11,3.570219994,1484.719459,43.35943395,3767111115,3767111252,3748835289,0,internal_timestamp,43.65299988,1539846489,33.62469864,0,8.834799767,1026.269644,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1247',)",3748835289,11,3.570230007,1484.718531,43.33955662,3767111115,3767111252,3748835289,0,internal_timestamp,43.63299942,1539846489,33.62509918,0,8.834500313,1026.269913,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1248',)",3748835289,11,3.570219994,1484.718118,43.31373551,3767111115,3767111252,3748835289,0,internal_timestamp,43.60699844,1539846489,33.62509918,0,8.834500313,1026.269794,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1249',)",3748835289,11,3.570219994,1484.718379,43.29190354,3767111115,3767111252,3748835289,0,internal_timestamp,43.58499908,1539846489,33.62469864,1,8.834799767,1026.269333,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1250',)",3748835289,11,3.57020998,1484.719984,43.26909541,3767111115,3767111252,3748835289,0,internal_timestamp,43.56200027,1539846489,33.62390137,0,8.835599899,1026.268479,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1251',)",3748835289,11,3.570199966,1484.7218,43.24430243,3767111115,3767111252,3748835289,0,internal_timestamp,43.53699875,1539846489,33.6230011,0,8.836500168,1026.267519,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1252',)",3748835289,11,3.570199966,1484.723229,43.21852,3767111115,3767111252,3748835289,0,internal_timestamp,43.51100159,1539846489,33.62210083,0,8.837300301,1026.266571,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1253',)",3748835289,11,3.570199966,1484.724248,43.19768177,3767111115,3767111252,3748835289,0,internal_timestamp,43.49000168,1539846489,33.62170029,0,8.837800026,1026.266083,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1254',)",3748835289,11,3.570199966,1484.724668,43.17783149,3767111115,3767111252,3748835289,0,internal_timestamp,43.47000122,1539846489,33.62139893,0,8.838100433,1026.265709,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1255',)",3748835289,11,3.570189953,1484.724438,43.1559914,3767111115,3767111252,3748835289,0,internal_timestamp,43.44800186,1539846489,33.62120056,0,8.838199615,1026.265438,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1256',)",3748835289,11,3.570179939,1484.724336,43.13414424,3767111115,3767111252,3748835289,0,internal_timestamp,43.42599869,1539846489,33.62110138,0,8.838299751,1026.265244,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1257',)",3748835289,11,3.570169926,1484.724149,43.10734494,3767111115,3767111252,3748835289,0,internal_timestamp,43.39899826,1539846489,33.62070084,0,8.838500023,1026.264776,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1258',)",3748835289,11,3.570149899,1484.724149,43.08451631,3767111115,3767111252,3748835289,0,internal_timestamp,43.37599945,1539846489,33.62039948,0,8.838700294,1026.264404,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1259',)",3748835289,11,3.570139885,1484.724259,43.06069174,3767111115,3767111252,3748835289,0,internal_timestamp,43.35200119,1539846489,33.62020111,0,8.838899612,1026.264108,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1260',)",3748835289,11,3.57013011,1484.723704,43.04182868,3767111115,3767111252,3748835289,0,internal_timestamp,43.33300018,1539846489,33.61999893,0,8.838899612,1026.263863,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1261',)",3748835289,11,3.570120096,1484.723355,43.01998135,3767111115,3767111252,3748835289,0,internal_timestamp,43.31100082,1539846489,33.61999893,0,8.838899612,1026.263763,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1262',)",3748835290,11,3.57013011,1484.723005,42.99813401,3767111115,3767111252,3748835290,0,internal_timestamp,43.28900146,1539846490,33.61999893,0,8.838899612,1026.263662,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1263',)",3748835290,11,3.57013011,1484.72329,42.97728378,3767111115,3767111252,3748835290,0,internal_timestamp,43.26800156,1539846490,33.61989975,0,8.839099884,1026.263458,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1264',)",3748835290,11,3.57013011,1484.723419,42.95444792,3767111115,3767111252,3748835290,0,internal_timestamp,43.24499893,1539846490,33.61970139,0,8.839300156,1026.263166,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1265',)",3748835290,11,3.570139885,1484.72362,42.92863506,3767111115,3767111252,3748835290,0,internal_timestamp,43.21900177,1539846490,33.61959839,0,8.839500427,1026.262936,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1266',)",3748835290,11,3.570149899,1484.72387,42.90579592,3767111115,3767111252,3748835290,0,internal_timestamp,43.19599915,1539846490,33.61949921,0,8.839699745,1026.262722,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1267',)",3748835290,11,3.570149899,1484.72394,42.88692684,3767111115,3767111252,3748835290,0,internal_timestamp,43.17699814,1539846490,33.61949921,0,8.839799881,1026.26262,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1268',)",3748835290,11,3.570139885,1484.723514,42.86806414,3767111115,3767111252,3748835290,0,internal_timestamp,43.15800095,1539846490,33.61940002,0,8.839799881,1026.262455,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1269',)",3748835290,11,3.570139885,1484.723148,42.84522043,3767111115,3767111252,3748835290,0,internal_timestamp,43.13499832,1539846490,33.61940002,0,8.839799881,1026.26235,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1270',)",3748835290,11,3.57013011,1484.722256,42.82039799,3767111115,3767111252,3748835290,0,internal_timestamp,43.11000061,1539846490,33.61930084,0,8.839699745,1026.262174,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1271',)",3748835290,11,3.570139885,1484.72217,42.79953667,3767111115,3767111252,3748835290,0,internal_timestamp,43.0890007,1539846490,33.61949921,0,8.839699745,1026.262234,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1272',)",3748835290,11,3.570149899,1484.72224,42.78066757,3767111115,3767111252,3748835290,0,internal_timestamp,43.06999969,1539846490,33.61949921,0,8.839799881,1026.262132,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1273',)",3748835290,11,3.570159912,1484.722277,42.75981338,3767111115,3767111252,3748835290,0,internal_timestamp,43.04899979,1539846490,33.61949921,0,8.839900017,1026.26202,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1274',)",3748835290,11,3.570159912,1484.722746,42.73499298,3767111115,3767111252,3748835290,0,internal_timestamp,43.02399826,1539846490,33.61930084,0,8.840200424,1026.261704,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1275',)",3748835290,11,3.570159912,1484.722899,42.714146,3767111115,3767111252,3748835290,0,internal_timestamp,43.00299835,1539846490,33.61909866,0,8.840399742,1026.261419,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1276',)",3748835290,11,3.570159912,1484.722689,42.69329825,3767111115,3767111252,3748835290,0,internal_timestamp,42.98199844,1539846490,33.6189003,0,8.840499878,1026.261152,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1277',)",3748835291,11,3.570149899,1484.722555,42.66946961,3767111115,3767111252,3748835291,0,internal_timestamp,42.95800018,1539846491,33.61880112,0,8.840600014,1026.260949,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1278',)",3748835291,11,3.570149899,1484.722464,42.64861873,3767111115,3767111252,3748835291,0,internal_timestamp,42.93700027,1539846491,33.61869812,0,8.84070015,1026.260757,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1279',)",3748835291,11,3.570139885,1484.722006,42.62776707,3767111115,3767111252,3748835291,0,internal_timestamp,42.91600037,1539846491,33.61859894,0,8.84070015,1026.260584,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1280',)",3748835291,11,3.57013011,1484.721888,42.60493095,3767111115,3767111252,3748835291,0,internal_timestamp,42.89300156,1539846491,33.61849976,0,8.840800285,1026.260385,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1281',)",3748835291,11,3.570120096,1484.72143,42.58407928,3767111115,3767111252,3748835291,0,internal_timestamp,42.87200165,1539846491,33.61840057,0,8.840800285,1026.260212,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1282',)",3748835291,11,3.570120096,1484.721199,42.56223525,3767111115,3767111252,3748835291,0,internal_timestamp,42.84999847,1539846491,33.61819839,0,8.840900421,1026.259938,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1283',)",3748835291,11,3.570110083,1484.720757,42.54237989,3767111115,3767111252,3748835291,0,internal_timestamp,42.83000183,1539846491,33.61809921,0,8.840900421,1026.259769,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1284',)",3748835291,11,3.570090055,1484.72022,42.51656165,3767111115,3767111252,3748835291,0,internal_timestamp,42.80400085,1539846491,33.61800003,0,8.840900421,1026.259573,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1285',)",3748835291,11,3.570080042,1484.71987,42.49471418,3767111115,3767111252,3748835291,0,internal_timestamp,42.7820015,1539846491,33.61800003,0,8.840900421,1026.259472,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1286',)",3748835291,11,3.570080042,1484.719444,42.47584757,3767111115,3767111252,3748835291,0,internal_timestamp,42.76300049,1539846491,33.61790085,0,8.840900421,1026.259308,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1287',)",3748835291,11,3.570080042,1484.719431,42.45201183,3767111115,3767111252,3748835291,0,internal_timestamp,42.73899841,1539846491,33.61790085,0,8.840999603,1026.259183,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1288',)",3748835291,11,3.570080042,1484.719265,42.426198,3767111115,3767111252,3748835291,0,internal_timestamp,42.71300125,1539846491,33.61780167,0,8.841099739,1026.258971,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1289',)",3748835291,11,3.570080042,1484.719066,42.40634279,3767111115,3767111252,3748835291,0,internal_timestamp,42.69300079,1539846491,33.61759949,0,8.841199875,1026.258706,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1290',)",3748835291,11,3.570080042,1484.719566,42.38350731,3767111115,3767111252,3748835291,0,internal_timestamp,42.66999817,1539846491,33.61740112,0,8.841500282,1026.258399,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1291',)",3748835291,11,3.570070028,1484.719718,42.36267043,3767111115,3767111252,3748835291,0,internal_timestamp,42.64899826,1539846491,33.6169014,0,8.841799736,1026.257865,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1292',)",3748835291,11,3.570039988,1484.720348,42.34084881,3767111115,3767111252,3748835291,0,internal_timestamp,42.6269989,1539846491,33.61619949,0,8.842300415,1026.257137,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1293',)",3748835291,11,3.57001996,1484.720607,42.31902638,3767111115,3767111252,3748835291,0,internal_timestamp,42.60499954,1539846491,33.6155014,0,8.842700005,1026.256427,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1294',)",3748835292,11,3.56998992,1484.720586,42.2952151,3767111115,3767111252,3748835292,0,internal_timestamp,42.58100128,1539846492,33.61489868,0,8.843000412,1026.255799,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1295',)",3748835292,11,3.569969893,1484.720712,42.27237886,3767111115,3767111252,3748835292,0,internal_timestamp,42.55799866,1539846492,33.61470032,0,8.84319973,1026.255508,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1296',)",3748835292,11,3.569979906,1484.720271,42.25250935,3767111115,3767111252,3748835292,0,internal_timestamp,42.5379982,1539846492,33.61489868,0,8.843099594,1026.255587,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1297',)",3748835292,11,3.570009947,1484.71993,42.23065142,3767111115,3767111252,3748835292,0,internal_timestamp,42.51599884,1539846492,33.61520004,0,8.843000412,1026.255739,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1298',)",3748835292,11,3.570029974,1484.719694,42.20779774,3767111115,3767111252,3748835292,0,internal_timestamp,42.49300003,1539846492,33.61560059,1,8.842900276,1026.255963,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1299',)",3748835292,11,3.570050001,1484.718958,42.18494674,3767111115,3767111252,3748835292,0,internal_timestamp,42.47000122,1539846492,33.61589813,0,8.842700005,1026.256122,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1300',)",3748835292,11,3.570050001,1484.718642,42.15713672,3767111115,3767111252,3748835292,0,internal_timestamp,42.44200134,1539846492,33.61600113,0,8.842700005,1026.256075,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1301',)",3748835292,11,3.570050001,1484.718567,42.1372782,3767111115,3767111252,3748835292,0,internal_timestamp,42.42200089,1539846492,33.61589813,0,8.84280014,1026.255888,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1302',)",3748835292,11,3.570039988,1484.718404,42.11940785,3767111115,3767111252,3748835292,0,internal_timestamp,42.40399933,1539846492,33.61569977,0,8.842900276,1026.255635,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1303',)",3748835292,11,3.570039988,1484.71887,42.09459088,3767111115,3767111252,3748835292,0,internal_timestamp,42.37900162,1539846492,33.6155014,0,8.84319973,1026.255319,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1304',)",3748835292,11,3.570039988,1484.719086,42.0697766,3767111115,3767111252,3748835292,0,internal_timestamp,42.35400009,1539846492,33.61510086,0,8.843500137,1026.254844,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1305',)",3748835292,11,3.57001996,1484.719362,42.04893631,3767111115,3767111252,3748835292,0,internal_timestamp,42.33300018,1539846492,33.61470032,0,8.843799591,1026.254388,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1306',)",3748835292,11,3.57001996,1484.719438,42.02312243,3767111115,3767111252,3748835292,0,internal_timestamp,42.30699921,1539846492,33.61449814,0,8.843999863,1026.254079,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1307',)",3748835292,11,3.570009947,1484.719459,42.0012856,3767111115,3767111252,3748835292,0,internal_timestamp,42.28499985,1539846492,33.61420059,0,8.844200134,1026.253715,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1308',)",3748835292,11,3.570009947,1484.719373,41.98043433,3767111115,3767111252,3748835292,0,internal_timestamp,42.26399994,1539846492,33.61410141,1,8.84430027,1026.253526,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1309',)",3748835293,11,3.57001996,1484.719116,41.95659838,3767111115,3767111252,3748835293,0,internal_timestamp,42.24000168,1539846493,33.61420059,0,8.84430027,1026.253494,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1310',)",3748835293,11,3.57001996,1484.71895,41.93078051,3767111115,3767111252,3748835293,0,internal_timestamp,42.2140007,1539846493,33.61410141,0,8.844400406,1026.253282,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1311',)",3748835293,11,3.570009947,1484.718715,41.90893995,3767111115,3767111252,3748835293,0,internal_timestamp,42.19200134,1539846493,33.61389923,0,8.844499588,1026.253008,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1312',)",3748835293,11,3.569999933,1484.718829,41.88511098,3767111115,3767111252,3748835293,0,internal_timestamp,42.16799927,1539846493,33.61370087,0,8.84469986,1026.252712,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1313',)",3748835293,11,3.56998992,1484.71934,41.86328182,3767111115,3767111252,3748835293,0,internal_timestamp,42.14599991,1539846493,33.61320114,0,8.845100403,1026.252158,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1314',)",3748835293,11,3.56998992,1484.720526,41.83747987,3767111115,3767111252,3748835293,0,internal_timestamp,42.11999893,1539846493,33.61270142,0,8.845700264,1026.251554,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1315',)",3748835293,11,3.569999933,1484.721513,41.81465556,3767111115,3767111252,3748835293,0,internal_timestamp,42.09700012,1539846493,33.61230087,0,8.846199989,1026.251057,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1316',)",3748835293,11,3.56998992,1484.722199,41.78885621,3767111115,3767111252,3748835293,0,internal_timestamp,42.07099915,1539846493,33.61169815,0,8.846699715,1026.250388,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1317',)",3748835293,11,3.56998992,1484.722916,41.76404281,3767111115,3767111252,3748835293,0,internal_timestamp,42.04600143,1539846493,33.6114006,0,8.847100258,1026.249979,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1318',)",3748835293,11,3.56998992,1484.722669,41.74120578,3767111115,3767111252,3748835293,0,internal_timestamp,42.02299881,1539846493,33.61119843,0,8.847200394,1026.2497,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1319',)",3748835293,11,3.569979906,1484.722794,41.71837304,3767111115,3767111252,3748835293,0,internal_timestamp,42,1539846493,33.61100006,0,8.847399712,1026.249409,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1320',)",3748835293,11,3.569960117,1484.722407,41.69455037,3767111115,3767111252,3748835293,0,internal_timestamp,41.97600174,1539846493,33.6106987,0,8.847499847,1026.249048,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1321',)",3748835293,11,3.569950104,1484.72252,41.67072125,3767111115,3767111252,3748835293,0,internal_timestamp,41.95199966,1539846493,33.61050034,0,8.847700119,1026.248751,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1322',)",3748835293,11,3.569950104,1484.722613,41.64589967,3767111115,3767111252,3748835293,0,internal_timestamp,41.92699814,1539846493,33.61029816,0,8.847900391,1026.248448,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1323',)",3748835293,11,3.56994009,1484.722196,41.62009169,3767111115,3767111252,3748835293,0,internal_timestamp,41.90100098,1539846493,33.61000061,0,8.847999573,1026.248081,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1324',)",3748835293,11,3.569920063,1484.72218,41.5962658,3767111115,3767111252,3748835293,0,internal_timestamp,41.8769989,1539846493,33.60969925,0,8.848199844,1026.247704,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1325',)",3748835293,11,3.569910049,1484.722412,41.57244746,3767111115,3767111252,3748835293,0,internal_timestamp,41.85300064,1539846493,33.60929871,0,8.848500252,1026.247234,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1326',)",3748835294,11,3.569890022,1484.7227,41.54466196,3767111115,3767111252,3748835294,0,internal_timestamp,41.82500076,1539846494,33.6086998,0,8.848899841,1026.246575,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1327',)",3748835294,11,3.569880009,1484.723562,41.52183675,3767111115,3767111252,3748835294,0,internal_timestamp,41.80199814,1539846494,33.60820007,0,8.849399567,1026.246,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1328',)",3748835294,11,3.569869995,1484.724304,41.49901845,3767111115,3767111252,3748835294,0,internal_timestamp,41.77899933,1539846494,33.60760117,0,8.849900246,1026.245348,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1329',)",3748835294,11,3.569849968,1484.724882,41.47421824,3767111115,3767111252,3748835294,0,internal_timestamp,41.75400162,1539846494,33.60689926,0,8.850399971,1026.244607,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1330',)",3748835294,11,3.569819927,1484.725062,41.44742831,3767111115,3767111252,3748835294,0,internal_timestamp,41.72700119,1539846494,33.60620117,0,8.850799561,1026.243874,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1331',)",3748835294,11,3.569789886,1484.72538,41.4216279,3767111115,3767111252,3748835294,0,internal_timestamp,41.70100021,1539846494,33.60559845,0,8.851200104,1026.243221,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1332',)",3748835294,11,3.569789886,1484.72509,41.3958128,3767111115,3767111252,3748835294,0,internal_timestamp,41.67499924,1539846494,33.60540009,0,8.85130024,1026.242932,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1333',)",3748835294,11,3.569789886,1484.724709,41.37197972,3767111115,3767111252,3748835294,0,internal_timestamp,41.65100098,1539846494,33.60540009,0,8.85130024,1026.242822,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1334',)",3748835294,11,3.5697999,1484.724689,41.34714077,3767111115,3767111252,3748835294,0,internal_timestamp,41.62599945,1539846494,33.60570145,0,8.85130024,1026.242944,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1335',)",3748835294,11,3.569819927,1484.724044,41.32231135,3767111115,3767111252,3748835294,0,internal_timestamp,41.60100174,1539846494,33.60580063,0,8.851200104,1026.242923,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1336',)",3748835294,11,3.569809914,1484.723955,41.29350845,3767111115,3767111252,3748835294,0,internal_timestamp,41.5719986,1539846494,33.60580063,0,8.85130024,1026.242776,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1337',)",3748835294,11,3.5697999,1484.723692,41.26968235,3767111115,3767111252,3748835294,0,internal_timestamp,41.54800034,1539846494,33.60559845,0,8.851400375,1026.242492,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1338',)",3748835294,11,3.5697999,1484.72377,41.24386781,3767111115,3767111252,3748835294,0,internal_timestamp,41.52199936,1539846494,33.60540009,0,8.851599693,1026.242187,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1339',)",3748835294,11,3.569780111,1484.723474,41.21806273,3767111115,3767111252,3748835294,0,internal_timestamp,41.49599838,1539846494,33.60490036,0,8.851799965,1026.241646,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1340',)",3748835294,11,3.569760084,1484.72369,41.19325151,3767111115,3767111252,3748835294,0,internal_timestamp,41.47100067,1539846494,33.60449982,0,8.852100372,1026.241171,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1341',)",3748835294,11,3.569740057,1484.723807,41.16247722,3767111115,3767111252,3748835294,0,internal_timestamp,41.43999863,1539846494,33.60409927,0,8.852399826,1026.240669,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1342',)",3748835295,11,3.569730043,1484.723635,41.13667274,3767111115,3767111252,3748835295,0,internal_timestamp,41.41400146,1539846495,33.60369873,0,8.852600098,1026.240206,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1343',)",3748835295,11,3.56972003,1484.723848,41.11185765,3767111115,3767111252,3748835295,0,internal_timestamp,41.38899994,1539846495,33.60329819,0,8.852899551,1026.239731,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1344',)",3748835295,11,3.569710016,1484.724192,41.08703931,3767111115,3767111252,3748835295,0,internal_timestamp,41.36399841,1539846495,33.60300064,0,8.853199959,1026.239337,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1345',)",3748835295,11,3.569700003,1484.724097,41.05825013,3767111115,3767111252,3748835295,0,internal_timestamp,41.33499908,1539846495,33.60269928,0,8.85340023,1026.238938,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1346',)",3748835295,11,3.569689989,1484.724003,41.02946081,3767111115,3767111252,3748835295,0,internal_timestamp,41.30599976,1539846495,33.60240173,0,8.853599548,1026.238542,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1347',)",3748835295,11,3.569679976,1484.723692,41.00265302,3767111115,3767111252,3748835295,0,internal_timestamp,41.27899933,1539846495,33.60219955,0,8.853699684,1026.238244,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1348',)",3748835295,11,3.569679976,1484.723511,40.97584199,3767111115,3767111252,3748835295,0,internal_timestamp,41.2519989,1539846495,33.60210037,0,8.85379982,1026.238028,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1349',)",3748835295,11,3.569669962,1484.723345,40.95002732,3767111115,3767111252,3748835295,0,internal_timestamp,41.22600174,1539846495,33.60200119,0,8.853899956,1026.237816,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
