obs,time,deployment,conductivity,SSP,Depth ,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('3444',)",3748878429,11,3.572590113,1484.744207,69.24059334,3767111115,3767111252,3748878429,0,internal_timestamp,69.72799683,1539889629,33.79040146,0,8.674200058,1026.543602,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3445',)",3748878430,11,3.572590113,1484.743421,69.21478865,3767111115,3767111252,3748878430,0,internal_timestamp,69.70200348,1539889630,33.79040146,0,8.674099922,1026.543499,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3446',)",3748878430,11,3.572590113,1484.742915,69.19095022,3767111115,3767111252,3748878430,0,internal_timestamp,69.6780014,1539889630,33.79059982,0,8.673999786,1026.54356,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3447',)",3748878430,11,3.572599888,1484.742706,69.17009455,3767111115,3767111252,3748878430,0,internal_timestamp,69.65699768,1539889630,33.79069901,1,8.673999786,1026.543542,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3448',)",3748878430,11,3.572599888,1484.742325,69.14627521,3767111115,3767111252,3748878430,0,internal_timestamp,69.63300323,1539889630,33.79069901,0,8.673999786,1026.543432,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3449',)",3748878430,11,3.572580099,1484.741928,69.12147288,3767111115,3767111252,3748878430,0,internal_timestamp,69.60800171,1539889630,33.79040146,0,8.674099922,1026.543069,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3450',)",3748878430,11,3.572560072,1484.741137,69.09567753,3767111115,3767111252,3748878430,0,internal_timestamp,69.58200073,1539889630,33.7901001,0,8.674099922,1026.542714,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3451',)",3748878430,11,3.572530031,1484.740815,69.07583615,3767111115,3767111252,3748878430,0,internal_timestamp,69.56199646,1539889630,33.78979874,0,8.674200058,1026.542371,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3452',)",3748878430,11,3.57249999,1484.740109,69.05500893,3767111115,3767111252,3748878430,0,internal_timestamp,69.54100037,1539889630,33.78950119,0,8.674200058,1026.542042,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3453',)",3748878430,11,3.572479963,1484.739459,69.03020046,3767111115,3767111252,3748878430,0,internal_timestamp,69.51599884,1539889630,33.78929901,0,8.674200058,1026.54177,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3454',)",3748878430,11,3.57246995,1484.739186,69.00539283,3767111115,3767111252,3748878430,0,internal_timestamp,69.49099731,1539889630,33.78910065,0,8.674300194,1026.541484,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3455',)",3748878430,11,3.572449923,1484.739065,68.98258876,3767111115,3767111252,3748878430,0,internal_timestamp,69.46800232,1539889630,33.7887001,0,8.674500465,1026.541034,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3456',)",3748878430,11,3.572419882,1484.738768,68.95680583,3767111115,3767111252,3748878430,0,internal_timestamp,69.44200134,1539889630,33.78820038,0,8.674699783,1026.540493,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3457',)",3748878430,11,3.572380066,1484.738414,68.93499674,3767111115,3767111252,3748878430,0,internal_timestamp,69.41999817,1539889630,33.78760147,0,8.674900055,1026.539892,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3458',)",3748878430,11,3.572329998,1484.737495,68.90922334,3767111115,3767111252,3748878430,0,internal_timestamp,69.39399719,1539889630,33.78689957,0,8.675000191,1026.539208,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3459',)",3748878430,11,3.57227993,1484.737157,68.88841393,3767111115,3767111252,3748878430,0,internal_timestamp,69.3730011,1539889630,33.78630066,0,8.675200462,1026.538612,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3460',)",3748878430,11,3.572259903,1484.736752,68.86361158,3767111115,3767111252,3748878430,0,internal_timestamp,69.34799957,1539889630,33.7859993,0,8.675299644,1026.538246,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3461',)",3748878431,11,3.572249889,1484.736619,68.83979077,3767111115,3767111252,3748878431,0,internal_timestamp,69.3239975,1539889631,33.78590012,0,8.67539978,1026.538043,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3462',)",3748878431,11,3.572249889,1484.736162,68.81895297,3767111115,3767111252,3748878431,0,internal_timestamp,69.3030014,1539889631,33.78580093,0,8.67539978,1026.53787,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3463',)",3748878431,11,3.572240114,1484.735844,68.79909455,3767111115,3767111252,3748878431,0,internal_timestamp,69.28299713,1539889631,33.78580093,0,8.67539978,1026.537778,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3464',)",3748878431,11,3.572230101,1484.734982,68.77627136,3767111115,3767111252,3748878431,0,internal_timestamp,69.26000214,1539889631,33.78570175,0,8.675299644,1026.537611,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3465',)",3748878431,11,3.572220087,1484.734519,68.75542617,3767111115,3767111252,3748878431,0,internal_timestamp,69.23899841,1539889631,33.78559875,0,8.675299644,1026.537434,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3466',)",3748878431,11,3.572210073,1484.733966,68.72862778,3767111115,3767111252,3748878431,0,internal_timestamp,69.21199799,1539889631,33.78549957,0,8.675299644,1026.537233,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3467',)",3748878431,11,3.572190046,1484.733813,68.70383159,3767111115,3767111252,3748878431,0,internal_timestamp,69.18699646,1539889631,33.78509903,0,8.675499916,1026.536774,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3468',)",3748878431,11,3.572149992,1484.733242,68.68400794,3767111115,3767111252,3748878431,0,internal_timestamp,69.16699982,1539889631,33.7845993,0,8.675600052,1026.536276,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3469',)",3748878431,11,3.572129965,1484.732925,68.66417368,3767111115,3767111252,3748878431,0,internal_timestamp,69.14700317,1539889631,33.78430176,0,8.675700188,1026.535936,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3470',)",3748878431,11,3.572119951,1484.732679,68.64135033,3767111115,3767111252,3748878431,0,internal_timestamp,69.12400055,1539889631,33.78409958,0,8.675800323,1026.535657,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3471',)",3748878431,11,3.572109938,1484.732237,68.62149704,3767111115,3767111252,3748878431,0,internal_timestamp,69.10399628,1539889631,33.7840004,0,8.675800323,1026.535487,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3472',)",3748878431,11,3.572109938,1484.731888,68.5996618,3767111115,3767111252,3748878431,0,internal_timestamp,69.08200073,1539889631,33.7840004,0,8.675800323,1026.535387,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3473',)",3748878431,11,3.572099924,1484.73143,68.57881633,3767111115,3767111252,3748878431,0,internal_timestamp,69.06099701,1539889631,33.78390121,0,8.675800323,1026.535213,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3474',)",3748878431,11,3.572089911,1484.730952,68.55698646,3767111115,3767111252,3748878431,0,internal_timestamp,69.03900146,1539889631,33.78379822,0,8.675800323,1026.535032,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3475',)",3748878431,11,3.572079897,1484.730494,68.53614098,3767111115,3767111252,3748878431,0,internal_timestamp,69.01799774,1539889631,33.78369904,0,8.675800323,1026.534858,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3476',)",3748878431,11,3.572069883,1484.730097,68.51132163,3767111115,3767111252,3748878431,0,internal_timestamp,68.99299622,1539889631,33.78369904,0,8.675800323,1026.534744,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3477',)",3748878432,11,3.572069883,1484.729687,68.49346021,3767111115,3767111252,3748878432,0,internal_timestamp,68.97499847,1539889632,33.78359985,0,8.675800323,1026.534584,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3478',)",3748878432,11,3.572079897,1484.72957,68.4706224,3767111115,3767111252,3748878432,0,internal_timestamp,68.95200348,1539889632,33.78379822,0,8.675800323,1026.534634,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3479',)",3748878432,11,3.572079897,1484.729268,68.45175605,3767111115,3767111252,3748878432,0,internal_timestamp,68.93299866,1539889632,33.78379822,1,8.675800323,1026.534547,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3480',)",3748878432,11,3.572089911,1484.729276,68.42892964,3767111115,3767111252,3748878432,0,internal_timestamp,68.91000366,1539889632,33.78379822,0,8.675900459,1026.534427,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3481',)",3748878432,11,3.572079897,1484.728958,68.40907112,3767111115,3767111252,3748878432,0,internal_timestamp,68.88999939,1539889632,33.78379822,0,8.675900459,1026.534335,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3482',)",3748878432,11,3.572069883,1484.728096,68.38624022,3767111115,3767111252,3748878432,0,internal_timestamp,68.86699677,1539889632,33.78369904,0,8.675800323,1026.534168,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3483',)",3748878432,11,3.572069883,1484.727918,68.36737626,3767111115,3767111252,3748878432,0,internal_timestamp,68.84799957,1539889632,33.78379822,0,8.675800323,1026.534159,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3484',)",3748878432,11,3.572079897,1484.727697,68.34552801,3767111115,3767111252,3748878432,0,internal_timestamp,68.8259964,1539889632,33.78390121,0,8.675800323,1026.534139,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3485',)",3748878432,11,3.572079897,1484.727396,68.32666922,3767111115,3767111252,3748878432,0,internal_timestamp,68.80699921,1539889632,33.78390121,0,8.675800323,1026.534052,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3486',)",3748878432,11,3.572060108,1484.726777,68.3038447,3767111115,3767111252,3748878432,0,internal_timestamp,68.78399658,1539889632,33.78369904,0,8.675800323,1026.533788,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3487',)",3748878432,11,3.572050095,1484.726568,68.28301293,3767111115,3767111252,3748878432,0,internal_timestamp,68.76300049,1539889632,33.78350067,0,8.675900459,1026.533521,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3488',)",3748878432,11,3.572030067,1484.725873,68.26317007,3767111115,3767111252,3748878432,0,internal_timestamp,68.74299622,1539889632,33.78319931,0,8.675900459,1026.533194,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3489',)",3748878432,11,3.572020054,1484.725864,68.24729395,3767111115,3767111252,3748878432,0,internal_timestamp,68.72699738,1539889632,33.78310013,0,8.675999641,1026.533028,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3490',)",3748878432,11,3.572000027,1484.725345,68.2304298,3767111115,3767111252,3748878432,0,internal_timestamp,68.70999908,1539889632,33.78290176,0,8.675999641,1026.532795,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3491',)",3748878432,11,3.571990013,1484.724835,68.2066079,3767111115,3767111252,3748878432,0,internal_timestamp,68.68599701,1539889632,33.78279877,0,8.675999641,1026.532604,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3492',)",3748878432,11,3.57198,1484.724486,68.18477255,3767111115,3767111252,3748878432,0,internal_timestamp,68.66400146,1539889632,33.78279877,0,8.675999641,1026.532504,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3493',)",3748878433,11,3.571990013,1484.724281,68.16391644,3767111115,3767111252,3748878433,0,internal_timestamp,68.64299774,1539889633,33.78290176,0,8.675999641,1026.532488,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3494',)",3748878433,11,3.57201004,1484.724072,68.1430681,3767111115,3767111252,3748878433,0,internal_timestamp,68.62200165,1539889633,33.78300095,0,8.675999641,1026.53247,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3495',)",3748878433,11,3.572020054,1484.724114,68.13015198,3767111115,3767111252,3748878433,0,internal_timestamp,68.60900116,1539889633,33.78319931,0,8.675999641,1026.532566,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3496',)",3748878433,11,3.572020054,1484.723749,68.10731688,3767111115,3767111252,3748878433,0,internal_timestamp,68.58599854,1539889633,33.78319931,0,8.675999641,1026.532461,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3497',)",3748878433,11,3.572020054,1484.723415,68.08647369,3767111115,3767111252,3748878433,0,internal_timestamp,68.56500244,1539889633,33.78319931,0,8.675999641,1026.532365,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3498',)",3748878433,11,3.57201004,1484.723005,68.06860459,3767111115,3767111252,3748878433,0,internal_timestamp,68.54699707,1539889633,33.78310013,0,8.675999641,1026.532205,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3499',)",3748878433,11,3.572000027,1484.722563,68.04875871,3767111115,3767111252,3748878433,0,internal_timestamp,68.52700043,1539889633,33.78300095,0,8.675999641,1026.532036,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3500',)",3748878433,11,3.572000027,1484.721924,68.03188318,3767111115,3767111252,3748878433,0,internal_timestamp,68.51000214,1539889633,33.78300095,0,8.675900459,1026.531974,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3501',)",3748878433,11,3.572000027,1484.72159,68.0110324,3767111115,3767111252,3748878433,0,internal_timestamp,68.48899841,1539889633,33.78300095,0,8.675900459,1026.531877,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3502',)",3748878433,11,3.571990013,1484.721257,67.99018919,3767111115,3767111252,3748878433,0,internal_timestamp,68.46800232,1539889633,33.78300095,0,8.675900459,1026.531781,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3503',)",3748878433,11,3.572000027,1484.720987,67.97330709,3767111115,3767111252,3748878433,0,internal_timestamp,68.4509964,1539889633,33.78300095,0,8.675900459,1026.531704,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3504',)",3748878433,11,3.571990013,1484.72107,67.95544142,3767111115,3767111252,3748878433,0,internal_timestamp,68.43299866,1539889633,33.78300095,0,8.675999641,1026.531606,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3505',)",3748878433,11,3.57198,1484.720612,67.93460334,3767111115,3767111252,3748878433,0,internal_timestamp,68.41200256,1539889633,33.78290176,0,8.675999641,1026.531432,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3506',)",3748878433,11,3.571969986,1484.720446,67.91674057,3767111115,3767111252,3748878433,0,internal_timestamp,68.39399719,1539889633,33.78269959,0,8.676099777,1026.531176,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3507',)",3748878433,11,3.571959972,1484.719927,67.89987631,3767111115,3767111252,3748878433,0,internal_timestamp,68.3769989,1539889633,33.78250122,0,8.676099777,1026.530943,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3508',)",3748878433,11,3.571949959,1484.719642,67.88200959,3767111115,3767111252,3748878433,0,internal_timestamp,68.35900116,1539889633,33.78250122,0,8.676099777,1026.530861,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3509',)",3748878434,11,3.571949959,1484.719276,67.85917443,3767111115,3767111252,3748878434,0,internal_timestamp,68.33599854,1539889634,33.78250122,0,8.676099777,1026.530756,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3510',)",3748878434,11,3.571949959,1484.71883,67.83932868,3767111115,3767111252,3748878434,0,internal_timestamp,68.31600189,1539889634,33.78239822,0,8.676099777,1026.530584,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3511',)",3748878434,11,3.571939945,1484.7187,67.8234576,3767111115,3767111252,3748878434,0,internal_timestamp,68.30000305,1539889634,33.78219986,0,8.676199913,1026.530339,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3512',)",3748878434,11,3.571909904,1484.718005,67.80361453,3767111115,3767111252,3748878434,0,internal_timestamp,68.27999878,1539889634,33.7818985,0,8.676199913,1026.530012,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3513',)",3748878434,11,3.571899891,1484.717563,67.78376857,3767111115,3767111252,3748878434,0,internal_timestamp,68.26000214,1539889634,33.78179932,0,8.676199913,1026.529843,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3514',)",3748878434,11,3.571890116,1484.717264,67.77285219,3767111115,3767111252,3748878434,0,internal_timestamp,68.24900055,1539889634,33.78170013,0,8.676199913,1026.529715,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3515',)",3748878434,11,3.571890116,1484.717023,67.75001186,3767111115,3767111252,3748878434,0,internal_timestamp,68.22599792,1539889634,33.78179932,0,8.676199913,1026.529687,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3516',)",3748878434,11,3.571899891,1484.716861,67.73213998,3767111115,3767111252,3748878434,0,internal_timestamp,68.20800018,1539889634,33.7818985,0,8.676199913,1026.529683,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3517',)",3748878434,11,3.571909904,1484.716657,67.71128381,3767111115,3767111252,3748878434,0,internal_timestamp,68.18699646,1539889634,33.7820015,0,8.676199913,1026.529667,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3518',)",3748878434,11,3.571909904,1484.716535,67.68846252,3767111115,3767111252,3748878434,0,internal_timestamp,68.16400146,1539889634,33.7818985,0,8.676300049,1026.529466,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3519',)",3748878434,11,3.571899891,1484.716093,67.66860895,3767111115,3767111252,3748878434,0,internal_timestamp,68.14399719,1539889634,33.78179932,1,8.676300049,1026.529297,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3520',)",3748878434,11,3.571890116,1484.715763,67.6557082,3767111115,3767111252,3748878434,0,internal_timestamp,68.1309967,1539889634,33.78170013,0,8.676300049,1026.52916,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3521',)",3748878434,11,3.571870089,1484.715244,67.63884384,3767111115,3767111252,3748878434,0,internal_timestamp,68.11399841,1539889634,33.78150177,0,8.676300049,1026.528927,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3522',)",3748878434,11,3.571860075,1484.715123,67.61602252,3767111115,3767111252,3748878434,0,internal_timestamp,68.09100342,1539889634,33.78139877,0,8.676400185,1026.528725,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3523',)",3748878434,11,3.571850061,1484.714557,67.59617405,3767111115,3767111252,3748878434,0,internal_timestamp,68.07099915,1539889634,33.78120041,0,8.676400185,1026.528479,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3524',)",3748878434,11,3.571830034,1484.714033,67.57930986,3767111115,3767111252,3748878434,0,internal_timestamp,68.05400085,1539889634,33.78099823,0,8.676400185,1026.528243,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3525',)",3748878435,11,3.571820021,1484.714028,67.56343357,3767111115,3767111252,3748878435,0,internal_timestamp,68.03800201,1539889635,33.78089905,0,8.67650032,1026.528076,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3526',)",3748878435,11,3.571810007,1484.713462,67.54358507,3767111115,3767111252,3748878435,0,internal_timestamp,68.01799774,1539889635,33.78070068,0,8.67650032,1026.527829,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3527',)",3748878435,11,3.571810007,1484.713517,67.52373494,3767111115,3767111252,3748878435,0,internal_timestamp,67.9980011,1539889635,33.78070068,0,8.676600456,1026.527722,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3528',)",3748878435,11,3.571810007,1484.712826,67.50387518,3767111115,3767111252,3748878435,0,internal_timestamp,67.97799683,1539889635,33.78070068,0,8.67650032,1026.527646,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3529',)",3748878435,11,3.571810007,1484.71262,67.49096927,3767111115,3767111252,3748878435,0,internal_timestamp,67.96499634,1539889635,33.78070068,0,8.67650032,1026.527587,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3530',)",3748878435,11,3.571820021,1484.712519,67.46912354,3767111115,3767111252,3748878435,0,internal_timestamp,67.94300079,1539889635,33.78089905,0,8.67650032,1026.527642,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3531',)",3748878435,11,3.571830034,1484.711905,67.44628213,3767111115,3767111252,3748878435,0,internal_timestamp,67.91999817,1539889635,33.78099823,0,8.676400185,1026.52763,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3532',)",3748878435,11,3.571830034,1484.711716,67.42642566,3767111115,3767111252,3748878435,0,internal_timestamp,67.90000153,1539889635,33.78110123,0,8.676400185,1026.527619,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3533',)",3748878435,11,3.571830034,1484.71127,67.40657221,3767111115,3767111252,3748878435,0,internal_timestamp,67.87999725,1539889635,33.78099823,0,8.676400185,1026.527447,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3534',)",3748878435,11,3.571810007,1484.711108,67.38871662,3767111115,3767111252,3748878435,0,internal_timestamp,67.86199951,1539889635,33.78079987,0,8.67650032,1026.527194,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3535',)",3748878435,11,3.571799994,1484.710899,67.36788447,3767111115,3767111252,3748878435,0,internal_timestamp,67.84100342,1539889635,33.7806015,0,8.676600456,1026.526927,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3536',)",3748878435,11,3.571779966,1484.710573,67.34804221,3767111115,3767111252,3748878435,0,internal_timestamp,67.82099915,1539889635,33.78030014,0,8.676699638,1026.526584,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3537',)",3748878435,11,3.571769953,1484.710195,67.33216483,3767111115,3767111252,3748878435,0,internal_timestamp,67.80500031,1539889635,33.78020096,0,8.676699638,1026.526433,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3538',)",3748878435,11,3.571769953,1484.71011,67.31131999,3767111115,3767111252,3748878435,0,internal_timestamp,67.78399658,1539889635,33.78010178,0,8.676799774,1026.526244,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3539',)",3748878435,11,3.571749926,1484.709523,67.29048697,3767111115,3767111252,3748878435,0,internal_timestamp,67.76300049,1539889635,33.7798996,0,8.676799774,1026.52599,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3540',)",3748878435,11,3.571739912,1484.709362,67.27263133,3767111115,3767111252,3748878435,0,internal_timestamp,67.74500275,1539889635,33.77970123,0,8.67689991,1026.525736,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3541',)",3748878436,11,3.571739912,1484.709369,67.24979701,3767111115,3767111252,3748878436,0,internal_timestamp,67.72200012,1539889636,33.77970123,1,8.677000046,1026.525616,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3542',)",3748878436,11,3.571729898,1484.709155,67.22895741,3767111115,3767111252,3748878436,0,internal_timestamp,67.7009964,1539889636,33.77949905,0,8.677100182,1026.525346,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3543',)",3748878436,11,3.571729898,1484.708885,67.21208273,3767111115,3767111252,3748878436,0,internal_timestamp,67.68399811,1539889636,33.77949905,0,8.677100182,1026.525268,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3544',)",3748878436,11,3.571729898,1484.708412,67.19025221,3767111115,3767111252,3748878436,0,internal_timestamp,67.66200256,1539889636,33.77939987,0,8.677100182,1026.52509,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3545',)",3748878436,11,3.571739912,1484.708559,67.16840497,3767111115,3767111252,3748878436,0,internal_timestamp,67.63999939,1539889636,33.77949905,0,8.677200317,1026.525051,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3546',)",3748878436,11,3.571729898,1484.708458,67.14656788,3767111115,3767111252,3748878436,0,internal_timestamp,67.61799622,1539889636,33.77939987,0,8.677300453,1026.524857,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3547',)",3748878436,11,3.571729898,1484.708261,67.1267278,3767111115,3767111252,3748878436,0,internal_timestamp,67.59799957,1539889636,33.77920151,0,8.677399635,1026.524595,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3548',)",3748878436,11,3.57171011,1484.707643,67.10390277,3767111115,3767111252,3748878436,0,internal_timestamp,67.57499695,1539889636,33.77899933,0,8.677399635,1026.524332,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3549',)",3748878436,11,3.571690083,1484.707109,67.08604603,3767111115,3767111252,3748878436,0,internal_timestamp,67.55699921,1539889636,33.77880096,0,8.677399635,1026.524094,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3550',)",3748878436,11,3.571670055,1484.706601,67.07017384,3767111115,3767111252,3748878436,0,internal_timestamp,67.54100037,1539889636,33.77859879,0,8.677399635,1026.523862,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3551',)",3748878436,11,3.571670055,1484.706485,67.04734453,3767111115,3767111252,3748878436,0,internal_timestamp,67.51799774,1539889636,33.7784996,0,8.677499771,1026.523664,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3552',)",3748878436,11,3.571650028,1484.706244,67.02452785,3767111115,3767111252,3748878436,0,internal_timestamp,67.49500275,1539889636,33.77830124,0,8.677599907,1026.523388,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3553',)",3748878436,11,3.571640015,1484.706014,67.00269597,3767111115,3767111252,3748878436,0,internal_timestamp,67.47299957,1539889636,33.77809906,0,8.677700043,1026.523113,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3554',)",3748878436,11,3.571619987,1484.705665,66.98086895,3767111115,3767111252,3748878436,0,internal_timestamp,67.4509964,1539889636,33.77780151,0,8.677800179,1026.522764,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3555',)",3748878436,11,3.57159996,1484.70489,66.9560721,3767111115,3767111252,3748878436,0,internal_timestamp,67.4260025,1539889636,33.77750015,0,8.677800179,1026.522414,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3556',)",3748878436,11,3.571589947,1484.704805,66.93522711,3767111115,3767111252,3748878436,0,internal_timestamp,67.40499878,1539889636,33.77740097,0,8.677900314,1026.522225,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3557',)",3748878437,11,3.571579933,1484.704623,66.91637932,3767111115,3767111252,3748878437,0,internal_timestamp,67.38600159,1539889637,33.77719879,0,8.67800045,1026.521964,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3558',)",3748878437,11,3.571579933,1484.704274,66.89453604,3767111115,3767111252,3748878437,0,internal_timestamp,67.36399841,1539889637,33.77719879,0,8.67800045,1026.521863,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3559',)",3748878437,11,3.571579933,1484.703861,66.86872401,3767111115,3767111252,3748878437,0,internal_timestamp,67.33799744,1539889637,33.77719879,0,8.67800045,1026.521744,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
